NumRoom,Price,NumBathroom,NumParkingSpots,BuildingArea,Suburb_encoded,TypeOfHome_encoded
2,950000.0,1.0,1.0,102.0,12,0
2,685000.0,1.0,2.0,90.0,12,2
3,1230000.0,1.0,2.0,148.0,12,0
2,636500.0,1.0,1.0,77.53939266078314,12,0
3,910000.0,1.0,0.0,127.13944963707104,12,0
2,770000.0,1.0,1.0,87.0,12,0
3,960000.0,2.0,2.0,170.4480219556041,12,0
4,890000.0,1.0,1.0,185.0,12,0
2,965000.0,1.0,1.0,77.53939266078314,12,0
3,1440000.0,1.0,1.0,131.0,12,0
2,955000.0,1.0,0.0,77.53939266078314,12,0
2,450000.0,1.0,1.0,77.53939266078314,12,2
3,801000.0,1.0,2.0,127.13944963707104,12,0
3,1000000.0,2.0,2.0,120.0,12,0
3,1435000.0,2.0,2.0,147.0,12,0
1,390000.0,1.0,1.0,58.0,12,2
3,1425000.0,2.0,2.0,139.0,12,0
4,1340000.0,2.0,2.0,232.0,12,0
3,955000.0,1.0,1.0,117.0,12,0
4,1100000.0,2.0,5.0,195.0,12,0
3,1255000.0,2.0,2.0,170.4480219556041,12,0
2,432000.0,1.0,1.0,62.0,12,2
4,1640000.0,3.0,2.0,204.0,12,0
6,1430000.0,2.0,1.0,286.0,12,0
2,610000.0,1.0,1.0,104.0,12,2
3,940000.0,3.0,1.0,127.0,12,0
3,890000.0,1.0,1.0,110.0,12,0
3,1180000.0,2.0,2.0,149.0,12,0
4,1480000.0,2.0,2.0,180.0,12,0
2,1150000.0,1.0,1.0,77.53939266078314,12,0
3,1350000.0,1.0,3.0,127.13944963707104,12,0
5,1905000.0,2.0,2.0,269.64813590817994,12,0
2,865000.0,2.0,1.0,132.0,12,1
2,705000.0,2.0,1.0,120.8479649793162,12,1
2,442000.0,1.0,1.0,62.0,12,2
2,540000.0,2.0,1.0,120.8479649793162,12,2
3,1037500.0,1.0,2.0,110.0,12,0
3,1050000.0,2.0,2.0,160.0,12,1
2,440000.0,1.0,1.0,65.0,12,2
2,1010000.0,1.0,1.0,77.53939266078314,12,0
4,1430000.0,2.0,0.0,158.0,12,0
2,570000.0,1.0,1.0,77.53939266078314,12,2
2,690000.0,1.0,1.0,77.53939266078314,12,2
3,1291000.0,1.0,2.0,127.13944963707104,12,0
3,1130000.0,2.0,1.0,157.0,12,0
3,1135000.0,1.0,1.0,104.0,12,0
4,950000.0,2.0,1.0,147.0,12,0
3,790000.0,2.0,1.0,148.0,12,2
2,390000.0,1.0,1.0,69.0,12,2
4,1345000.0,1.0,1.0,155.0,12,0
3,1381500.0,2.0,2.0,168.0,12,0
3,940000.0,2.0,2.0,172.0,12,0
3,995000.0,2.0,1.0,177.0,12,0
3,1050000.0,1.0,3.0,127.13944963707104,12,0
3,786000.0,2.0,1.0,120.0,12,0
2,705000.0,1.0,3.0,108.0,12,0
2,760000.0,1.0,1.0,77.0,12,0
3,487500.0,1.0,3.0,127.13944963707104,12,2
3,1000000.0,2.0,2.0,144.0,12,1
4,1110000.0,2.0,1.0,220.04807893189198,12,0
4,1300000.0,1.0,4.0,176.73950661335894,12,0
3,1060000.0,1.0,1.0,127.13944963707104,12,0
3,1410000.0,2.0,2.0,170.4480219556041,12,0
3,1305000.0,1.0,1.0,166.0,12,0
3,932500.0,2.0,1.0,170.4480219556041,12,0
3,965000.0,1.0,0.0,127.13944963707104,12,0
3,1215000.0,1.0,1.0,175.0,12,0
2,545000.0,1.0,2.0,71.0,12,2
4,1705000.0,2.0,4.0,273.0,12,0
3,970000.0,1.0,1.0,127.13944963707104,12,0
2,925000.0,1.0,1.0,77.53939266078314,12,0
4,2650000.0,3.0,2.0,399.0,13,0
3,1670000.0,2.0,2.0,220.0,13,0
3,955000.0,2.0,2.0,170.4480219556041,13,1
3,2050000.0,3.0,4.0,315.0,13,1
2,500000.0,1.0,1.0,77.53939266078314,13,2
2,1575000.0,1.0,2.0,77.53939266078314,13,0
3,1555000.0,2.0,2.0,149.0,13,0
3,1100000.0,3.0,2.0,178.0,13,0
3,1337000.0,1.0,2.0,112.0,13,0
8,2950000.0,7.0,4.0,618.0,13,0
4,2215000.0,2.0,1.0,220.04807893189198,13,0
3,1518000.0,2.0,2.0,145.0,13,0
3,1710000.0,1.0,2.0,101.0,13,0
3,1655000.0,1.0,3.0,152.0,13,0
4,1550000.0,2.0,2.0,180.0,13,0
3,1662000.0,2.0,2.0,228.0,13,0
3,1665000.0,2.0,3.0,145.0,13,0
2,1445000.0,1.0,2.0,77.53939266078314,13,0
5,3510000.0,5.0,2.0,444.0,13,0
3,968000.0,1.0,1.0,127.13944963707104,13,1
3,900000.0,2.0,2.0,110.0,13,1
3,1500000.0,1.0,2.0,127.13944963707104,13,0
5,2752000.0,4.0,2.0,390.0,13,0
3,1500000.0,2.0,2.0,139.0,13,0
4,1800000.0,2.0,4.0,206.0,13,0
3,1830000.0,2.0,3.0,168.0,13,0
3,1415000.0,1.0,1.0,111.0,13,0
2,1440000.0,1.0,1.0,104.0,13,0
4,1250000.0,2.0,2.0,199.0,13,1
3,1422000.0,1.0,2.0,127.13944963707104,13,0
5,1600000.0,3.0,4.0,266.0,13,0
4,1860000.0,2.0,3.0,274.0,13,0
3,1710000.0,2.0,2.0,170.4480219556041,13,1
4,1790000.0,2.0,2.0,240.0,13,0
4,1950000.0,2.0,2.0,278.0,13,0
3,1600000.0,1.0,2.0,127.13944963707104,13,0
3,1320000.0,1.0,2.0,127.13944963707104,13,0
3,1650000.0,1.0,1.0,164.0,13,0
2,995000.0,1.0,1.0,77.53939266078314,14,0
3,1250000.0,1.0,1.0,127.13944963707104,14,0
3,1045000.0,2.0,2.0,170.4480219556041,14,2
4,1200000.0,3.0,2.0,201.0,14,0
2,1075000.0,1.0,2.0,114.0,14,0
4,1500000.0,2.0,2.0,203.0,14,0
3,1120000.0,1.0,2.0,127.13944963707104,14,0
2,700000.0,1.0,2.0,110.0,14,1
3,761000.0,2.0,4.0,94.0,14,0
4,1270000.0,2.0,1.0,220.04807893189198,14,0
4,1510000.0,2.0,2.0,220.04807893189198,14,0
3,1365000.0,1.0,1.0,792.0,14,0
4,1100000.0,2.0,2.0,152.0,14,0
4,1415000.0,3.0,2.0,263.356651250425,14,0
2,690000.0,1.0,1.0,90.0,14,2
3,1631000.0,2.0,3.0,215.0,14,0
4,1500000.0,2.0,1.0,255.0,14,0
3,1060000.0,1.0,2.0,127.13944963707104,14,0
5,1529500.0,3.0,2.0,317.0,14,0
2,600000.0,1.0,1.0,80.0,14,2
2,535000.0,1.0,1.0,77.53939266078314,14,2
3,785000.0,1.0,1.0,127.13944963707104,14,0
4,1240000.0,2.0,2.0,192.0,14,0
2,700000.0,1.0,2.0,88.0,14,2
4,1350000.0,2.0,1.0,220.04807893189198,14,0
2,1110000.0,1.0,1.0,86.0,14,0
3,1305000.0,1.0,1.0,120.0,14,0
3,855000.0,2.0,1.0,85.0,14,0
3,900500.0,2.0,2.0,134.0,14,1
3,1200000.0,2.0,2.0,198.0,14,0
3,830000.0,1.0,2.0,130.0,14,1
3,850000.0,1.0,1.0,118.0,18,0
3,750000.0,1.0,1.0,103.0,18,0
3,851000.0,3.0,1.0,181.0,18,1
3,848000.0,1.0,2.0,127.13944963707104,18,0
4,806000.0,2.0,1.0,220.04807893189198,18,0
4,1155000.0,2.0,2.0,225.0,18,0
3,670000.0,2.0,2.0,170.4480219556041,18,0
4,1200000.0,5.0,4.0,349.9737958874912,18,0
3,636000.0,1.0,2.0,127.13944963707104,18,0
3,680000.0,1.0,2.0,120.0,18,0
4,1160000.0,3.0,2.0,263.356651250425,18,0
3,750000.0,1.0,1.0,127.13944963707104,18,0
3,627500.0,1.0,1.0,143.0,18,0
3,880000.0,2.0,2.0,170.4480219556041,18,1
4,950000.0,3.0,3.0,281.0,18,0
4,1600000.0,3.0,3.0,263.356651250425,18,0
2,585000.0,1.0,1.0,77.53939266078314,18,1
3,650000.0,1.0,3.0,127.13944963707104,18,0
3,725000.0,1.0,4.0,127.13944963707104,18,0
3,665000.0,2.0,1.0,170.4480219556041,18,2
3,560500.0,1.0,1.0,127.13944963707104,18,0
3,615000.0,1.0,2.0,127.13944963707104,18,0
3,845000.0,1.0,3.0,127.13944963707104,18,0
3,585000.0,1.0,2.0,127.13944963707104,18,0
2,440000.0,1.0,1.0,77.53939266078314,18,2
3,850000.0,1.0,2.0,149.0,18,0
5,850000.0,2.0,4.0,269.64813590817994,18,0
3,705000.0,1.0,1.0,106.0,18,0
4,1100000.0,3.0,2.0,395.0,18,0
3,892500.0,1.0,1.0,118.0,18,0
3,695000.0,1.0,2.0,127.13944963707104,18,0
2,522500.0,1.0,1.0,101.0,18,0
4,680000.0,2.0,2.0,140.0,18,0
3,500000.0,1.0,1.0,127.13944963707104,18,2
2,550000.0,1.0,2.0,77.53939266078314,18,1
3,730000.0,2.0,2.0,170.4480219556041,18,0
3,875000.0,1.0,3.0,117.0,18,0
3,850000.0,2.0,8.0,170.4480219556041,18,0
3,635000.0,1.0,1.0,127.13944963707104,18,0
4,762000.0,2.0,2.0,150.0,18,0
2,411000.0,1.0,1.0,85.0,18,2
4,790000.0,2.0,2.0,220.04807893189198,18,0
4,605000.0,1.0,0.0,176.73950661335894,18,0
3,805000.0,2.0,2.0,103.0,18,0
4,890000.0,2.0,4.0,220.04807893189198,18,0
3,795000.0,1.0,1.0,127.13944963707104,18,0
3,634000.0,2.0,1.0,153.0,18,0
3,642000.0,1.0,1.0,127.13944963707104,18,0
3,863000.0,2.0,3.0,170.4480219556041,18,0
3,740000.0,1.0,2.0,127.13944963707104,18,0
4,1819000.0,2.0,1.0,180.0,20,0
2,410000.0,1.0,2.0,61.0,20,2
1,280000.0,1.0,1.0,27.939335684495248,20,2
2,1015000.0,1.0,2.0,120.0,20,1
2,502500.0,1.0,1.0,65.0,20,2
2,520000.0,1.0,0.0,58.0,20,2
2,442000.0,1.0,1.0,61.0,20,2
3,1193000.0,1.0,1.0,100.0,20,0
2,416000.0,1.0,1.0,49.0,20,2
2,820000.0,1.0,1.0,77.53939266078314,20,2
2,474000.0,1.0,1.0,59.0,20,2
2,981000.0,1.0,0.0,84.0,20,0
3,1690000.0,2.0,2.0,159.0,20,0
2,540000.0,1.0,1.0,51.0,20,2
3,1080000.0,1.0,1.0,127.13944963707104,20,0
1,500000.0,1.0,0.0,27.939335684495248,20,2
2,497500.0,0.0,0.0,34.230820342250084,20,2
2,2100000.0,1.0,1.0,123.0,21,0
4,1800000.0,2.0,2.0,218.0,21,0
2,1255000.0,1.0,1.0,129.0,21,1
3,1070000.0,2.0,2.0,112.0,21,2
5,2570000.0,3.0,2.0,420.0,21,0
4,2400000.0,2.0,2.0,226.0,21,0
3,2200000.0,3.0,2.0,266.0,21,0
5,3250000.0,5.0,2.0,410.0,21,0
2,806000.0,1.0,1.0,97.0,21,2
6,4000000.0,4.0,7.0,449.0,21,0
2,1215000.0,2.0,2.0,120.8479649793162,21,0
5,2250000.0,3.0,2.0,356.0,21,0
2,812000.0,1.0,1.0,77.53939266078314,21,2
3,1140000.0,2.0,2.0,170.4480219556041,21,0
3,2330000.0,2.0,1.0,170.4480219556041,21,0
5,2800000.0,3.0,2.0,349.0,21,0
2,605000.0,1.0,1.0,77.53939266078314,21,2
3,1255000.0,2.0,2.0,170.4480219556041,21,0
2,1850000.0,1.0,1.0,166.0,21,0
2,805000.0,1.0,1.0,77.53939266078314,21,2
3,700000.0,1.0,1.0,110.0,21,0
4,2130000.0,2.0,2.0,220.04807893189198,21,0
2,500000.0,1.0,1.0,72.0,21,0
3,2125000.0,2.0,2.0,252.0,21,0
4,1800000.0,2.0,2.0,200.0,21,0
2,635000.0,1.0,1.0,70.0,21,2
2,526000.0,1.0,1.0,73.0,21,2
1,390000.0,1.0,1.0,27.939335684495248,21,0
3,905000.0,1.0,2.0,150.0,21,0
4,1750000.0,3.0,2.0,308.0,21,0
2,760000.0,1.0,1.0,100.0,21,1
4,3180000.0,3.0,4.0,263.356651250425,21,0
3,1367000.0,2.0,2.0,164.0,21,1
5,3600000.0,3.0,2.0,312.956708226713,21,0
5,2550000.0,3.0,2.0,312.956708226713,21,0
4,1400000.0,3.0,2.0,240.0,21,1
4,3270000.0,2.0,4.0,241.0,21,0
2,625000.0,1.0,1.0,104.0,21,2
2,700000.0,1.0,1.0,77.53939266078314,21,1
3,1860000.0,1.0,4.0,465.0,21,0
4,2730000.0,3.0,2.0,336.0,21,0
5,2020000.0,2.0,2.0,269.64813590817994,21,0
2,460000.0,1.0,1.0,79.0,21,2
4,2250000.0,1.0,2.0,176.73950661335894,21,0
2,1053000.0,1.0,2.0,98.0,21,2
3,1800000.0,2.0,2.0,170.4480219556041,21,0
3,1472000.0,2.0,2.0,170.0,21,1
3,2120000.0,1.0,2.0,127.13944963707104,21,0
